date,PSP,DSP,DSP_like,ASP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,NH4-N,NO2-N,NO3-N,PO4-P,SiO3-Si,O2,pH,Soca,lipophylic_toxins
November,10.0,70.0,0.0,2500.0,50.0,0.0,20.0,0.0,0.0,60.300000000000004,12.285714285714283,2.5142857142857147,114.89999999999998,?,37.14,19.23,?,0.360000014305115,0.209999993443489,1.45000004768372,0.0500000007450581,2.5,221.380004882813,8.21000003814697,9176.039999999997,?
November,0.0,70.0,0.0,1500.0,10.0,10.0,10.0,0.0,20.0,60.300000000000004,12.285714285714283,2.5142857142857147,114.89999999999998,1.45,34.39,17.09,4.0,?,?,?,?,?,237.309997558594,8.06999969482422,9176.039999999997,?
November,0.0,70.0,0.0,2000.0,0.0,10.0,30.0,10.0,0.0,60.300000000000004,12.285714285714283,2.5142857142857147,114.89999999999998,?,35.94,17.55,4.0,?,?,?,?,?,226.070007324219,8.10000038146973,9176.039999999997,neg
December,0.0,10.0,0.0,4500.0,0.0,0.0,10.0,0.0,0.0,56.79999999999999,9.738095238095237,2.2761904761904757,43.4,0.98,35.25,17.01,5.0,?,?,?,?,?,235.350006103516,8.0600004196167,5028.439,neg
December,0.0,10.0,0.0,2250.0,0.0,0.0,10.0,0.0,0.0,56.79999999999999,9.738095238095237,2.2761904761904757,43.4,1.45,34.39,17.09,4.0,?,?,?,?,?,237.309997558594,8.06999969482422,5028.439,neg
December,0.0,10.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,56.79999999999999,9.738095238095237,2.2761904761904757,43.4,?,35.94,17.55,4.0,?,?,?,?,?,226.070007324219,8.10000038146973,5028.439,neg
January,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,4.980952380952381,2.6333333333333333,21.900000000000002,?,?,?,?,?,?,?,?,?,?,?,1279.384,?
January,20.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,83.1,4.980952380952381,2.6333333333333333,21.900000000000002,?,?,?,?,?,?,?,?,?,?,?,1279.384,?
January,0.0,10.0,0.0,1000.0,0.0,0.0,10.0,0.0,0.0,83.1,4.980952380952381,2.6333333333333333,21.900000000000002,?,37.35,15.41,?,0.319999992847443,1.29999995231628,5.80999994277954,0.0399999991059303,3.45000004768372,234.690002441406,8.17000007629395,1279.384,?
February,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10000000000001,4.809523809523809,3.1761904761904765,66.69999999999999,?,?,?,?,?,?,?,?,?,?,?,1247.791,?
February,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10000000000001,4.809523809523809,3.1761904761904765,66.69999999999999,?,?,?,?,?,?,?,?,?,?,?,1247.791,?
February,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,95.10000000000001,4.809523809523809,3.1761904761904765,66.69999999999999,?,37.6800003051758,9.71000003814697,7.0,?,0.28999999165535,0.519999980926514,0.00999999977648258,?,276.890014648438,8.22999954223633,1247.791,?
March,0.0,20.0,0.0,500.0,0.0,0.0,20.0,0.0,0.0,131.5,7.980952380952379,3.2095238095238097,7.5,?,?,?,?,?,?,?,?,?,?,?,1325.9089999999999,neg
March,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,131.5,7.980952380952379,3.2095238095238097,7.5,?,37.5699996948242,9.86999988555908,8.0,?,0.629999995231628,1.38999998569489,0.0199999995529652,3.07999992370605,278.230010986328,8.19999980926514,1325.9089999999999,neg
March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,7.980952380952379,3.2095238095238097,7.5,?,?,?,?,?,?,?,?,?,?,?,1325.9089999999999,neg
April,20.0,20.0,30.0,0.0,0.0,0.0,10.0,10.0,0.0,124.3,9.79047619047619,3.0476190476190474,41.0,?,37.5200004577637,10.539999961853,17.0,?,0.319999992847443,1.39999997615814,0.0199999995529652,2.07999992370605,277.790008544922,8.17000007629395,2186.3819999999996,neg
April,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,124.3,9.79047619047619,3.0476190476190474,41.0,?,?,?,?,?,?,?,?,?,?,?,2186.3819999999996,neg
April,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,124.3,9.79047619047619,3.0476190476190474,41.0,?,?,?,?,?,?,?,?,?,?,?,2186.3819999999996,neg
April,150.0,40.0,20.0,1750.0,0.0,0.0,30.0,0.0,0.0,182.10000000000005,10.928571428571429,3.471428571428571,33.699999999999996,?,?,?,?,?,?,?,?,?,?,?,2275.644,neg
April,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,182.10000000000005,10.928571428571429,3.471428571428571,33.699999999999996,?,?,?,?,?,?,?,?,?,?,?,2275.644,neg
April,220.0,10.0,20.0,375.0,0.0,0.0,10.0,0.0,0.0,182.10000000000005,10.928571428571429,3.471428571428571,33.699999999999996,?,37.6300010681152,10.8699998855591,14.0,?,0.259999990463257,0.920000016689301,0.00999999977648258,1.11000001430511,283.589996337891,8.13000011444092,2275.644,neg
April,290.0,0.0,10.0,1800.0,0.0,0.0,0.0,0.0,0.0,178.60000000000002,13.161904761904761,2.9000000000000004,26.8,?,?,?,?,?,?,?,?,?,?,?,1165.5479999999998,neg
April,470.0,50.0,60.0,600.0,0.0,0.0,20.0,30.0,0.0,178.60000000000002,13.161904761904761,2.9000000000000004,26.8,?,?,?,?,?,?,?,?,?,?,?,1165.5479999999998,neg
April,1520.0,80.0,140.0,900.0,10.0,0.0,10.0,40.0,0.0,178.60000000000002,13.161904761904761,2.9000000000000004,26.8,?,37.3800010681152,11.0500001907349,9.0,?,0.100000001490116,0.939999997615814,0.0500000007450581,1.61000001430511,278.679992675781,8.13000011444092,1165.5479999999998,neg
May,330.0,90.0,50.0,750.0,0.0,0.0,10.0,80.0,0.0,148.5,16.65238095238095,2.5238095238095237,30.7,?,?,?,?,?,?,?,?,?,?,?,1812.8110000000001,neg
May,260.0,90.0,80.0,300.0,0.0,0.0,0.0,80.0,0.0,148.5,16.65238095238095,2.5238095238095237,30.7,?,?,?,?,0.0500000007450581,0.129999995231628,7.09000015258789,0.00999999977648258,?,?,8.13000011444092,1812.8110000000001,neg
May,210.0,60.0,100.0,800.0,0.0,0.0,10.0,50.0,0.0,148.5,16.65238095238095,2.5238095238095237,30.7,?,?,?,?,?,?,?,?,?,?,?,1812.8110000000001,neg
May,320.0,110.0,100.0,600.0,0.0,0.0,10.0,90.0,0.0,177.30000000000004,18.599999999999994,3.0238095238095246,31.9,?,?,?,?,?,?,?,?,?,?,?,1785.6879999999996,neg
May,220.0,30.0,20.0,250.0,0.0,0.0,0.0,30.0,0.0,177.30000000000004,18.599999999999994,3.0238095238095246,31.9,?,?,?,?,?,?,?,?,?,?,?,1785.6879999999996,neg
May,360.0,40.0,30.0,0.0,0.0,0.0,0.0,40.0,0.0,177.30000000000004,18.599999999999994,3.0238095238095246,31.9,?,?,?,?,0.0500000007450581,0.129999995231628,7.09000015258789,0.00999999977648258,?,?,8.13000011444092,1785.6879999999996,neg
June,370.0,40.0,90.0,300.0,0.0,0.0,10.0,30.0,0.0,204.99999999999997,19.495238095238097,2.961904761904763,29.4,?,?,?,?,?,?,?,?,?,?,?,1489.9869999999999,neg
June,60.0,100.0,400.0,400.0,0.0,0.0,0.0,100.0,0.0,204.99999999999997,19.495238095238097,2.961904761904763,29.4,?,?,?,?,?,?,?,?,?,?,?,1489.9869999999999,neg
June,10.0,30.0,10.0,700.0,0.0,0.0,10.0,20.0,0.0,204.99999999999997,19.495238095238097,2.961904761904763,29.4,?,36.71,17.66,?,?,0.00999999977648258,1.24000000953674,0.00999999977648258,0.689999997615814,253.220001220703,8.19999980926514,1489.9869999999999,neg
June,20.0,110.0,30.0,1800.0,0.0,0.0,0.0,110.0,0.0,228.50000000000003,22.44285714285714,2.8761904761904766,20.8,?,36.71,17.66,?,?,0.00999999977648258,1.24000000953674,0.00999999977648258,0.689999997615814,253.220001220703,8.19999980926514,957.2689999999999,neg
June,100.0,50.0,30.0,1100.0,0.0,0.0,0.0,50.0,0.0,228.50000000000003,22.44285714285714,2.8761904761904766,20.8,?,?,?,?,?,?,?,?,?,?,?,957.2689999999999,neg
June,60.0,70.0,290.0,1100.0,10.0,0.0,0.0,60.0,0.0,228.50000000000003,22.44285714285714,2.8761904761904766,20.8,?,?,?,?,?,?,?,?,?,?,?,957.2689999999999,neg
July,20.0,20.0,10.0,1600.0,0.0,0.0,0.0,20.0,0.0,207.8,21.299999999999994,3.10952380952381,71.8,0.39,36.89,21.38,11.0,0.0599999986588955,0.00999999977648258,0.119999997317791,0.0799999982118607,0.670000016689301,227.770004272461,8.27999973297119,1968.8000000000002,neg
July,10.0,40.0,40.0,1400.0,10.0,0.0,20.0,10.0,0.0,207.8,21.299999999999994,3.10952380952381,71.8,?,37.6,20.48,8.0,?,?,?,?,?,229.110000610352,8.27000045776367,1968.8000000000002,neg
July,10.0,10.0,0.0,1500.0,0.0,0.0,0.0,10.0,0.0,207.8,21.299999999999994,3.10952380952381,71.8,?,35.0499992370605,22.6000003814697,8.0,?,0.0199999995529652,1.1599999666214,0.0299999993294477,1.37999999523163,243.839996337891,8.18000030517578,1968.8000000000002,neg
July,10.0,160.0,0.0,32200.0,20.0,0.0,10.0,120.0,0.0,262.99999999999994,24.061904761904763,2.8857142857142857,7.9,?,37.6,20.48,8.0,?,?,?,?,?,229.110000610352,8.27000045776367,1403.9329999999995,neg
July,60.0,90.0,120.0,38200.0,10.0,0.0,10.0,70.0,0.0,262.99999999999994,24.061904761904763,2.8857142857142857,7.9,0.19,37.28,20.84,16.0,0.0299999993294477,0.0299999993294477,0.239999994635582,0.00999999977648258,0.75,230.0,8.23999977111816,1403.9329999999995,neg
July,20.0,70.0,30.0,22000.0,40.0,0.0,20.0,10.0,0.0,262.99999999999994,24.061904761904763,2.8857142857142857,7.9,0.39,36.89,21.38,11.0,0.0599999986588955,0.00999999977648258,0.119999997317791,0.0799999982118607,0.670000016689301,227.770004272461,8.27999973297119,1403.9329999999995,neg
July,0.0,100.0,0.0,25250.0,0.0,20.0,20.0,60.0,0.0,251.60000000000005,26.376190476190477,2.9571428571428573,35.3,?,36.63,22.86,?,?,?,0.349999994039536,?,0.239999994635582,216.600006103516,8.27999973297119,839.813,neg
July,30.0,70.0,60.0,33333.0,10.0,0.0,40.0,0.0,0.0,251.60000000000005,26.376190476190477,2.9571428571428573,35.3,?,35.6,26.81,3.0,?,?,?,?,?,218.830001831055,8.28999996185303,839.813,neg
July,30.0,60.0,30.0,53231.0,0.0,20.0,20.0,10.0,0.0,251.60000000000005,26.376190476190477,2.9571428571428573,35.3,0.35,35.67,27.01,5.0,0.0299999993294477,0.00999999977648258,0.170000001788139,0.0199999995529652,0.00999999977648258,216.600006103516,8.35999965667725,839.813,neg
August,0.0,50.0,10.0,30400.0,0.0,0.0,40.0,10.0,0.0,242.9,25.890476190476193,2.928571428571429,71.5,0.28,35.31,26.5,9.0,0.100000001490116,0.00999999977648258,10.4700002670288,0.00999999977648258,0.00999999977648258,213.029998779297,8.3100004196167,1010.7879999999999,neg
August,0.0,40.0,0.0,2600.0,10.0,0.0,10.0,20.0,0.0,242.9,25.890476190476193,2.928571428571429,71.5,?,35.6,26.81,3.0,?,?,?,?,?,218.830001831055,8.28999996185303,1010.7879999999999,neg
August,0.0,10.0,30.0,11200.0,0.0,0.0,10.0,0.0,0.0,242.9,25.890476190476193,2.928571428571429,71.5,0.35,35.67,27.01,5.0,0.0299999993294477,0.00999999977648258,0.170000001788139,0.0199999995529652,0.00999999977648258,216.600006103516,8.35999965667725,1010.7879999999999,neg
August,60.0,50.0,890.0,2600.0,0.0,20.0,10.0,0.0,0.0,208.19999999999996,24.457142857142863,3.023809523809524,68.1,?,?,?,?,?,?,?,?,?,?,?,948.951,neg
August,0.0,40.0,0.0,600.0,0.0,10.0,30.0,0.0,0.0,208.19999999999996,24.457142857142863,3.023809523809524,68.1,?,36.2000007629395,26.6299991607666,11.0,?,0.00999999977648258,0.0,?,?,205.440002441406,8.32999992370605,948.951,neg
August,0.0,10.0,0.0,700.0,0.0,0.0,10.0,0.0,0.0,208.19999999999996,24.457142857142863,3.023809523809524,68.1,?,?,?,?,?,?,?,?,?,?,?,948.951,neg
September,20.0,50.0,40.0,2700.0,0.0,40.0,10.0,0.0,0.0,185.80000000000007,22.58095238095238,3.019047619047619,33.0,?,36.6500015258789,27.3400001525879,14.0,?,?,0.270000010728836,?,0.930000007152557,196.059997558594,8.26000022888184,1026.836,neg
September,490.0,70.0,340.0,4700.0,10.0,50.0,0.0,10.0,0.0,185.80000000000007,22.58095238095238,3.019047619047619,33.0,0.37,36.66,25.71,7.0,0.0299999993294477,0.00999999977648258,0.790000021457672,0.00999999977648258,1.79999995231628,206.330001831055,8.27999973297119,1026.836,neg
September,30.0,30.0,40.0,1300.0,0.0,10.0,10.0,10.0,0.0,185.80000000000007,22.58095238095238,3.019047619047619,33.0,?,36.94,25.18,9.0,?,?,?,?,?,200.970001220703,8.26000022888184,1026.836,neg
October,40.0,290.0,80.0,308000.0,0.0,250.0,20.0,0.0,0.0,103.39999999999999,18.866666666666667,3.3619047619047615,74.79999999999998,?,?,?,?,?,?,?,?,?,?,?,2921.0139999999997,neg
October,0.0,80.0,0.0,738750.0,0.0,80.0,0.0,0.0,0.0,103.39999999999999,18.866666666666667,3.3619047619047615,74.79999999999998,?,?,?,?,?,?,?,?,?,?,?,2921.0139999999997,poz
October,30.0,50.0,10.0,260000.0,20.0,0.0,10.0,20.0,0.0,103.39999999999999,18.866666666666667,3.3619047619047615,74.79999999999998,?,36.8300018310547,22.7000007629395,10.0,?,?,0.119999997317791,?,0.519999980926514,209.009994506836,8.21000003814697,2921.0139999999997,poz
October,0.0,170.0,0.0,93500.0,40.0,120.0,10.0,0.0,0.0,71.6,15.095238095238098,2.961904761904762,111.6,2.96,37.32,19.11,?,0.0299999993294477,0.00999999977648258,0.0199999995529652,0.00999999977648258,0.00999999977648258,238.479995727539,8.25,4345.022,neg
October,30.0,320.0,120.0,435000.0,10.0,250.0,50.0,0.0,0.0,71.6,15.095238095238098,2.961904761904762,111.6,?,36.7,19.73,7.0,?,?,?,?,?,222.410003662109,8.27999973297119,4345.022,neg
October,40.0,200.0,30.0,204571.0,40.0,160.0,0.0,0.0,0.0,71.6,15.095238095238098,2.961904761904762,111.6,?,36.8300018310547,22.7000007629395,10.0,?,?,0.119999997317791,?,0.519999980926514,209.009994506836,8.21000003814697,4345.022,neg
October,10.0,280.0,0.0,169600.0,10.0,230.0,40.0,0.0,0.0,111.3,13.014285714285712,3.1285714285714286,91.00000000000001,0.86,36.71,19.86,8.0,0.0700000002980232,0.0199999995529652,0.300000011920929,0.00999999977648258,0.00999999977648258,222.850006103516,8.27000045776367,4479.187,poz
October,10.0,340.0,0.0,56133.0,50.0,270.0,0.0,10.0,0.0,111.3,13.014285714285712,3.1285714285714286,91.00000000000001,2.96,37.32,19.11,?,0.0299999993294477,0.00999999977648258,0.0199999995529652,0.00999999977648258,0.00999999977648258,238.479995727539,8.25,4479.187,poz
October,10.0,140.0,0.0,560000.0,0.0,90.0,20.0,30.0,0.0,111.3,13.014285714285712,3.1285714285714286,91.00000000000001,?,36.7,19.73,7.0,?,?,?,?,?,222.410003662109,8.27999973297119,4479.187,poz
November,10.0,170.0,0.0,378000.0,10.0,150.0,0.0,0.0,0.0,143.3,11.49047619047619,2.9952380952380957,79.0,?,36.7,19.73,7.0,?,?,?,?,?,222.410003662109,8.27999973297119,3544.5179999999996,poz
November,20.0,190.0,10.0,290000.0,50.0,110.0,10.0,10.0,0.0,143.3,11.49047619047619,2.9952380952380957,79.0,0.86,36.71,19.86,8.0,0.0700000002980232,0.0199999995529652,0.300000011920929,0.00999999977648258,0.00999999977648258,222.850006103516,8.27000045776367,3544.5179999999996,poz
November,0.0,230.0,0.0,201200.0,80.0,140.0,10.0,0.0,0.0,143.3,11.49047619047619,2.9952380952380957,79.0,2.96,37.32,19.11,?,0.0299999993294477,0.00999999977648258,0.0199999995529652,0.00999999977648258,0.00999999977648258,238.479995727539,8.25,3544.5179999999996,poz
November,80.0,580.0,0.0,180400.0,100.0,390.0,60.0,0.0,0.0,104.4,11.338095238095237,2.461904761904762,22.2,?,37.02,16.49,4.0,?,?,?,?,?,219.279998779297,8.22999954223633,1074.34,neg
November,10.0,110.0,0.0,91800.0,0.0,70.0,20.0,0.0,0.0,104.4,11.338095238095237,2.461904761904762,22.2,?,37.0400009155273,17.9699993133545,10.0,0.509999990463257,0.150000005960464,0.610000014305115,?,1.64999997615814,221.509994506836,8.19999980926514,1074.34,neg
November,10.0,210.0,0.0,70400.0,30.0,150.0,10.0,0.0,0.0,104.4,11.338095238095237,2.461904761904762,22.2,1.02,37.05,17.08,4.0,0.529999971389771,0.230000004172325,1.39999997615814,0.00999999977648258,3.03999996185303,221.509994506836,8.22999954223633,1074.34,neg
November,50.0,220.0,0.0,4600.0,0.0,130.0,50.0,20.0,0.0,70.90000000000002,9.719047619047618,2.2761904761904765,24.7,?,37.02,16.49,4.0,?,?,?,?,?,219.279998779297,8.22999954223633,1003.8740000000001,neg
November,40.0,140.0,0.0,5200.0,40.0,80.0,20.0,0.0,0.0,70.90000000000002,9.719047619047618,2.2761904761904765,24.7,1.45,37.22,17.08,?,0.0299999993294477,0.670000016689301,1.3400000333786,0.00999999977648258,2.54999995231628,217.490005493164,8.23999977111816,1003.8740000000001,neg
November,10.0,230.0,0.0,4300.0,20.0,190.0,0.0,20.0,0.0,70.90000000000002,9.719047619047618,2.2761904761904765,24.7,1.02,37.05,17.08,4.0,0.529999971389771,0.230000004172325,1.39999997615814,0.00999999977648258,3.03999996185303,221.509994506836,8.22999954223633,1003.8740000000001,neg
December,100.0,80.0,0.0,3500.0,0.0,70.0,10.0,0.0,0.0,51.9,8.1,2.4904761904761905,24.7,?,37.21,15.76,6.0,?,?,?,?,?,224.639999389648,8.25,994.748,neg
December,100.0,150.0,0.0,2500.0,20.0,90.0,10.0,0.0,10.0,51.9,8.1,2.4904761904761905,24.7,?,37.6300010681152,17.1499996185303,7.0,0.170000001788139,0.340000003576279,1.11000001430511,?,0.980000019073486,212.139999389648,8.21000003814697,994.748,neg
December,30.0,100.0,0.0,2300.0,0.0,80.0,10.0,0.0,0.0,51.9,8.1,2.4904761904761905,24.7,0.91,37.41,15.8,?,0.5,0.629999995231628,1.37000000476837,0.0700000002980232,2.17000007629395,217.490005493164,8.22999954223633,994.748,neg
December,90.0,130.0,0.0,400.0,0.0,80.0,10.0,10.0,0.0,73.8,6.7714285714285705,2.333333333333332,0.0,?,37.21,15.76,6.0,?,?,?,?,?,224.639999389648,8.25,816.9409999999998,neg
December,190.0,170.0,0.0,800.0,0.0,110.0,10.0,20.0,20.0,73.8,6.7714285714285705,2.333333333333332,0.0,1.11,37.36,15.97,6.0,0.119999997317791,0.649999976158142,1.24000000953674,0.00999999977648258,2.25,223.300003051758,8.25,816.9409999999998,neg
December,70.0,100.0,0.0,1200.0,0.0,80.0,0.0,0.0,0.0,73.8,6.7714285714285705,2.333333333333332,0.0,0.91,37.41,15.8,?,0.5,0.629999995231628,1.37000000476837,0.0700000002980232,2.17000007629395,217.490005493164,8.22999954223633,816.9409999999998,?
December,10.0,40.0,0.0,100.0,0.0,20.0,0.0,20.0,0.0,67.8,6.9523809523809526,1.971428571428571,0.0,?,37.6,12.36,5.0,?,?,?,?,?,241.160003662109,8.27999973297119,674.2790000000001,?
December,20.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,67.8,6.9523809523809526,1.971428571428571,0.0,?,37.3499984741211,13.3299999237061,6.0,?,1.29999995231628,1.86000001430511,?,3.9300000667572,242.949996948242,8.21000003814697,674.2790000000001,?
December,90.0,60.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,67.8,6.9523809523809526,1.971428571428571,0.0,1.09,37.51,12.31,6.0,0.0299999993294477,1.22000002861023,2.01999998092651,0.0299999993294477,4.42999982833862,241.610000610352,8.22000026702881,674.2790000000001,?
January,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60000000000001,4.838095238095239,2.566666666666667,73.0,?,38.0099983215332,11.8199996948242,5.0,0.230000004172325,0.879999995231628,1.58000004291534,0.0299999993294477,3.88000011444092,243.839996337891,8.22000026702881,3611.966,?
January,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,69.60000000000001,4.838095238095239,2.566666666666667,73.0,?,?,?,?,?,?,?,?,?,?,?,3611.966,?
January,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60000000000001,4.838095238095239,2.566666666666667,73.0,?,?,?,?,?,?,?,?,?,?,?,3611.966,?
February,30.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,54.9,7.0285714285714285,2.6238095238095234,65.9,1.06,37.96,10.34,?,0.119999997317791,0.899999976158142,1.37000000476837,0.0399999991059303,3.63000011444092,252.830001831055,8.30000019073486,3680.99,?
February,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,54.9,7.0285714285714285,2.6238095238095234,65.9,?,38.0099983215332,11.8199996948242,5.0,0.230000004172325,0.879999995231628,1.58000004291534,0.0299999993294477,3.88000011444092,243.839996337891,8.22000026702881,3680.99,?
February,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,54.9,7.0285714285714285,2.6238095238095234,65.9,1.12,37.85,9.97,5.0,0.109999999403954,0.629999995231628,1.74000000953674,0.00999999977648258,4.57000017166138,255.970001220703,8.30000019073486,3680.99,?
March,10.0,10.0,10.0,1300.0,0.0,0.0,0.0,0.0,0.0,99.20000000000002,8.947619047619046,3.666666666666666,98.5,?,?,?,?,?,?,?,?,?,?,?,3584.676,neg
March,10.0,10.0,0.0,1200.0,0.0,0.0,10.0,0.0,0.0,99.20000000000002,8.947619047619046,3.666666666666666,98.5,?,37.4799995422363,10.8900003433228,10.0,0.189999997615814,0.28999999165535,1.88999998569489,0.00999999977648258,3.84999990463257,263.940002441406,8.23999977111816,3584.676,neg
March,30.0,10.0,0.0,4100.0,0.0,0.0,10.0,0.0,0.0,99.20000000000002,8.947619047619046,3.666666666666666,98.5,?,?,?,?,?,?,?,?,?,?,?,3584.676,neg
April,10.0,50.0,30.0,600.0,0.0,0.0,0.0,50.0,0.0,138.5,14.09047619047619,2.5619047619047617,21.599999999999998,?,37.8824275362,12.049,?,?,?,?,?,?,261.9831429636846,8.29,1917.7549999999999,neg
April,170.0,10.0,30.0,2200.0,0.0,0.0,0.0,10.0,0.0,138.5,14.09047619047619,2.5619047619047617,21.599999999999998,0.31,37.71,11.75,11.0,0.0299999993294477,0.189999997615814,2.01999998092651,0.0199999995529652,2.96000003814697,263.959991455078,8.27000045776367,1917.7549999999999,neg
April,150.0,10.0,60.0,7400.0,0.0,10.0,0.0,0.0,0.0,138.5,14.09047619047619,2.5619047619047617,21.599999999999998,0.39,37.08,11.61,9.0,0.759999990463257,0.0900000035762787,1.01999998092651,0.00999999977648258,2.11999988555908,270.760009765625,8.27999973297119,1917.7549999999999,neg
May,0.0,20.0,10.0,1300.0,0.0,0.0,10.0,10.0,0.0,156.29999999999998,13.704761904761906,3.2285714285714286,21.800000000000004,0.43,37.65,15.11,8.0,0.360000014305115,0.230000004172325,0.850000023841858,0.0500000007450581,3.53999996185303,255.800003051758,8.28999996185303,2087.5560000000005,neg
May,0.0,10.0,0.0,1375.0,0.0,0.0,10.0,0.0,0.0,156.29999999999998,13.704761904761906,3.2285714285714286,21.800000000000004,0.36,37.49,15.14,12.0,0.330000013113022,0.100000001490116,0.959999978542328,0.0299999993294477,3.04999995231628,253.169998168945,8.30000019073486,2087.5560000000005,neg
May,50.0,50.0,10.0,175800.0,0.0,0.0,0.0,20.0,0.0,156.29999999999998,13.704761904761906,3.2285714285714286,21.800000000000004,0.65,37.6,15.2,6.0,0.379999995231628,0.109999999403954,0.360000014305115,0.00999999977648258,3.38000011444092,219.240005493164,8.28999996185303,2087.5560000000005,neg
May,0.0,0.0,20.0,1400.0,0.0,0.0,0.0,0.0,0.0,161.50000000000003,14.952380952380953,2.7761904761904765,74.10000000000001,0.43,37.65,15.11,8.0,0.360000014305115,0.230000004172325,0.850000023841858,0.0500000007450581,3.53999996185303,255.800003051758,8.28999996185303,3406.007,neg
May,10.0,70.0,20.0,9250.0,0.0,0.0,20.0,20.0,0.0,161.50000000000003,14.952380952380953,2.7761904761904765,74.10000000000001,0.65,37.6,15.2,6.0,0.379999995231628,0.109999999403954,0.360000014305115,0.00999999977648258,3.38000011444092,219.240005493164,8.28999996185303,3406.007,neg
May,20.0,20.0,80.0,625.0,0.0,0.0,10.0,10.0,0.0,161.50000000000003,14.952380952380953,2.7761904761904765,74.10000000000001,0.36,37.49,15.14,12.0,0.330000013113022,0.100000001490116,0.959999978542328,0.0299999993294477,3.04999995231628,253.169998168945,8.30000019073486,3406.007,neg
May,230.0,70.0,40.0,900.0,0.0,0.0,20.0,20.0,0.0,165.00000000000003,16.328571428571433,2.7571428571428576,74.9,0.65,35.3,17.21,8.0,0.5,0.0799999982118607,2.86999988555908,0.0299999993294477,2.01999998092651,251.160003662109,8.32999992370605,3225.6469999999995,neg
May,80.0,30.0,180.0,2900.0,0.0,0.0,10.0,10.0,0.0,165.00000000000003,16.328571428571433,2.7571428571428576,74.9,?,36.76,16.8,9.0,?,?,?,?,?,240.06302350041597,8.3100004196167,3225.6469999999995,neg
May,230.0,90.0,90.0,900.0,0.0,0.0,0.0,40.0,0.0,165.00000000000003,16.328571428571433,2.7571428571428576,74.9,?,37.61,15.48,?,0.46000000834465,0.00999999977648258,0.100000001490116,0.0299999993294477,1.05999994277954,253.669998168945,8.31999969482422,3225.6469999999995,neg
June,70.0,130.0,160.0,500.0,10.0,0.0,30.0,90.0,0.0,136.60000000000002,20.219047619047622,2.4380952380952374,109.09999999999998,?,?,?,?,?,?,?,?,?,?,?,4987.482,neg
June,40.0,20.0,140.0,0.0,0.0,0.0,0.0,20.0,0.0,136.60000000000002,20.219047619047622,2.4380952380952374,109.09999999999998,?,36.76,17.11,?,0.340000003576279,0.00999999977648258,0.200000002980232,0.0299999993294477,0.790000021457672,253.220001220703,8.32999992370605,4987.482,neg
June,30.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,136.60000000000002,20.219047619047622,2.4380952380952374,109.09999999999998,?,?,?,?,?,?,?,?,?,?,?,4987.482,neg
July,70.0,60.0,140.0,1500.0,0.0,0.0,0.0,10.0,0.0,195.39999999999998,22.457142857142856,2.3809523809523805,61.199999999999996,1.44,34.97,23.03,6.0,0.319999992847443,0.0599999986588955,0.159999996423721,0.0299999993294477,2.91000008583069,230.080001831055,8.43000030517578,4517.477000000001,neg
July,30.0,60.0,150.0,1100.0,0.0,0.0,10.0,20.0,0.0,195.39999999999998,22.457142857142856,2.3809523809523805,61.199999999999996,1.56,35.01,22.97,6.0,1.33000004291534,0.0799999982118607,0.219999998807907,0.0299999993294477,2.46000003814697,230.089996337891,8.43000030517578,4517.477000000001,neg
July,90.0,60.0,60.0,600.0,0.0,0.0,10.0,20.0,0.0,195.39999999999998,22.457142857142856,2.3809523809523805,61.199999999999996,?,36.5800018310547,21.6599998474121,9.0,0.200000002980232,0.0500000007450581,0.519999980926514,0.0700000002980232,1.86000001430511,226.869995117188,8.3100004196167,4517.477000000001,neg
